0,0,47,24,1,6,6,4,5,6,3,2,2
1,0,0,22,9,4,11,8,3,4,4,4,3
9,0,41,17,3,8,10,7,3,2,4,3,3
8,0,29,18,7,8,10,7,5,5,2,2,4
8,0,39,17,11,10,9,5,5,7,3,3,3
14,0,33,15,14,12,8,5,4,11,3,0,3
14,0,34,16,11,10,11,9,4,8,2,1,4
14,0,34,17,9,6,12,9,9,6,1,1,4
14,0,34,18,7,5,11,12,10,8,1,1,4
14,0,34,18,9,4,10,12,11,6,1,0,4
14,0,34,17,10,3,10,12,12,4,2,0,5
14,0,33,16,14,3,12,10,9,4,3,0,4
13,0,34,14,18,4,12,8,7,5,4,0,5
13,0,34,10,21,4,12,9,7,3,5,0,3
13,0,35,6,20,4,11,10,6,3,3,1,2
12,0,39,7,6,6,9,9,8,7,4,2,4
11,0,37,22,10,5,6,6,7,8,3,2,4
7,0,37,22,8,5,6,6,6,6,3,3,3
1,0,0,21,11,10,9,8,7,6,3,4,3
7,0,7,8,27,8,6,1,6,8,5,4,3
9,0,9,6,30,7,5,0,9,10,5,3,0
9,0,9,7,31,5,4,1,11,9,4,1,0
11,0,23,10,30,3,5,7,11,7,4,1,0
12,0,24,11,28,3,7,8,12,4,4,1,0
13,0,24,11,25,7,6,6,10,9,2,2,0
13,0,25,12,10,13,9,3,3,8,6,0,0
10,0,11,10,5,14,11,0,5,11,5,1,0
10,0,11,8,5,14,12,3,2,8,6,2,0
10,0,25,7,5,15,11,3,5,7,6,2,0
12,0,24,9,2,12,11,5,7,7,5,3,1
14,0,19,15,2,11,12,6,8,5,4,2,0
14,0,17,9,6,12,11,8,8,5,4,2,2
11,0,38,6,5,12,10,11,6,5,3,0,2
9,0,41,16,0,8,11,10,10,8,4,2,2
2,0,0,26,0,2,6,5,7,8,4,3,3
10,0,42,18,0,8,9,8,9,6,3,1,2
13,0,19,14,3,10,10,12,5,6,4,0,2
12,0,22,10,4,13,10,9,4,8,4,0,2
11,0,13,10,2,12,10,9,3,9,5,0,2
9,0,16,1,5,11,9,9,8,6,3,3,3
6,0,43,16,2,5,5,8,7,7,3,3,5
1,0,39,14,4,6,6,8,7,7,4,3,3
8,0,12,16,14,10,8,10,8,7,2,2,4
14,0,39,9,13,13,9,7,5,6,3,0,2
14,0,22,12,9,11,11,11,5,4,4,0,2
13,0,25,16,5,5,8,13,12,4,2,0,2
7,0,28,0,13,10,11,12,4,1,2,1,6
8,0,32,11,3,3,11,9,6,6,2,4,4
12,0,44,20,5,2,9,10,8,6,2,3,5
14,0,20,18,4,5,7,12,11,4,1,0,4
14,0,19,19,6,4,7,11,11,6,1,0,5
14,0,39,19,7,3,8,11,10,5,1,0,4
14,0,19,17,6,5,9,11,9,3,1,1,6
14,0,20,17,6,5,9,12,8,2,1,2,6
14,0,22,17,5,4,10,12,7,2,1,3,6
14,0,25,18,5,3,9,12,10,4,1,2,6
12,0,31,17,5,3,10,13,9,3,1,2,7
11,0,36,16,5,3,12,12,8,3,1,2,6
10,0,39,9,8,7,11,10,7,3,2,2,6
7,0,32,0,14,8,12,8,4,4,4,2,2
5,0,31,0,18,8,13,3,3,8,2,2,3
6,0,20,0,16,8,13,5,4,6,3,1,3
5,0,40,0,16,10,13,7,3,4,4,2,3
4,0,40,0,21,11,12,6,4,4,3,2,3
3,0,41,0,20,10,12,6,4,7,3,1,3
1,0,35,0,20,12,11,9,6,7,3,1,2
0,0,29,17,0,4,7,8,6,8,3,4,3
0,0,0,28,2,1,1,4,1,3,2,3,2
