0,0,0,30,8,2,1,4,2,1,1,2,1
0,0,0,28,8,2,2,5,1,0,1,2,0
0,0,0,30,9,2,1,5,2,0,1,2,1
0,0,0,30,6,2,1,4,1,2,1,2,1
0,0,0,30,8,3,1,5,1,1,1,3,0
0,0,0,31,10,2,2,5,0,1,0,2,2
0,0,0,28,6,2,2,5,1,1,1,2,0
0,0,0,30,10,2,1,5,2,1,0,2,1
0,0,0,24,9,8,8,10,6,7,2,2,2
2,0,0,22,11,4,10,7,11,4,4,4,5
9,0,27,21,9,5,7,5,7,7,3,3,2
7,0,32,22,11,6,7,5,6,6,2,4,4
6,0,29,18,9,7,7,7,6,6,2,3,5
11,0,32,11,25,10,5,1,4,7,5,2,4
14,0,35,14,22,10,4,1,9,8,5,1,2
14,0,35,16,16,10,6,2,8,8,4,0,3
14,0,35,17,10,7,10,5,8,7,3,0,3
14,0,38,12,9,7,11,5,6,6,2,2,3
13,0,40,15,6,5,9,10,6,7,2,3,5
14,0,10,14,6,4,11,12,8,5,0,2,5
13,0,28,15,5,3,10,13,10,3,0,1,6
13,0,10,17,5,3,10,14,11,4,1,0,6
11,0,11,14,6,5,12,13,10,2,0,0,6
11,0,13,15,5,4,12,13,10,2,1,0,6
9,0,37,14,5,4,12,14,9,2,0,0,7
7,0,38,11,5,5,13,13,7,0,0,2,7
6,0,38,16,3,4,11,14,9,1,1,2,5
4,0,39,14,3,4,9,13,10,5,3,3,3
3,0,38,16,4,2,7,12,10,5,3,4,4
0,0,47,8,0,5,8,12,9,7,3,4,5
0,0,0,29,7,3,3,7,3,4,3,3,3
0,0,0,30,9,2,1,5,1,1,1,2,1
0,0,0,30,8,2,3,5,0,0,1,1,1
0,0,0,31,11,2,0,5,2,1,1,2,1
