0,0,0,26,0,1,1,5,1,1,1,3,1
0,0,0,27,0,1,2,4,2,0,2,2,1
0,0,0,27,1,1,1,4,2,1,1,3,2
0,0,0,27,0,1,2,5,0,2,1,2,2
0,0,0,26,2,1,1,4,1,0,1,3,2
0,0,0,27,1,1,1,4,1,1,2,2,2
0,0,0,25,2,4,6,5,3,6,3,2,2
1,0,30,1,13,12,9,8,8,8,2,4,3
5,0,36,0,30,7,2,3,12,8,3,2,4
9,0,38,5,22,13,6,0,8,11,4,1,3
12,0,37,10,23,12,5,0,8,12,4,0,3
14,0,35,15,20,11,5,1,9,11,3,0,3
14,0,34,15,15,10,8,3,9,8,3,1,2
11,0,33,4,15,10,10,3,10,5,3,2,3
9,0,34,0,21,10,10,1,9,4,4,3,3
7,0,35,0,29,8,8,1,10,4,4,4,3
3,0,38,0,30,11,8,4,5,4,3,4,3
9,0,38,21,8,8,9,5,3,5,4,1,5
9,0,39,20,5,7,10,5,3,3,4,2,3
1,0,0,20,4,11,11,8,5,5,5,2,4
9,0,33,15,12,15,8,1,5,8,6,2,0
14,0,36,16,11,15,8,3,6,8,6,0,1
9,0,0,16,13,14,11,8,5,8,5,0,3
14,0,37,16,10,12,11,10,6,5,4,0,3
14,0,37,17,7,8,9,11,10,5,3,0,3
14,0,38,17,9,7,9,10,10,6,3,0,1
14,0,38,17,12,4,8,10,11,6,3,0,1
14,0,39,16,13,4,8,10,12,3,4,0,1
13,0,39,15,14,4,8,10,11,2,5,1,0
13,0,39,14,14,5,9,9,11,3,4,1,0
13,0,40,12,12,6,9,8,10,5,4,1,1
12,0,40,6,8,10,10,10,3,4,3,0,4
11,0,46,20,0,3,4,9,10,5,4,2,3
4,0,0,31,17,5,4,2,7,6,3,3,3
2,0,0,30,17,8,3,3,6,6,3,3,4
7,0,0,27,15,4,5,8,11,6,4,3,4
5,0,0,28,18,5,6,1,9,7,3,1,3
11,0,40,18,12,6,8,8,8,5,3,1,3
12,0,38,12,19,2,12,4,8,1,5,1,2
13,0,38,15,19,2,11,5,10,1,5,2,1
12,0,39,15,19,1,12,6,10,3,4,1,0
12,0,20,15,19,2,11,6,11,2,5,1,1
12,0,24,15,18,1,12,6,10,2,5,1,1
12,0,29,15,17,1,12,5,10,2,5,0,2
12,0,33,17,17,1,10,6,11,2,5,1,1
11,0,36,16,16,1,11,6,11,2,4,1,1
9,0,37,7,15,3,13,5,10,1,3,2,2
6,0,40,0,18,8,12,4,9,3,2,4,3
5,0,40,0,22,10,12,4,5,5,2,4,4
3,0,40,0,26,10,11,5,4,5,2,4,5
3,0,30,0,23,10,12,4,8,3,1,3,4
2,0,30,0,23,10,11,5,5,5,2,4,4
2,0,34,0,19,11,11,8,5,6,2,3,5
0,0,33,0,17,13,10,10,7,6,2,2,3
0,0,0,25,0,4,8,7,5,5,2,3,2
0,0,0,26,0,2,1,4,2,2,2,4,1
0,0,0,27,1,1,2,4,2,1,1,2,2
0,0,0,28,0,1,1,5,1,1,1,3,2
0,0,0,26,1,1,1,4,1,2,1,2,2
0,0,0,27,1,1,2,4,0,1,1,2,2
0,0,0,26,1,1,2,4,0,1,2,2,1
