0,0,0,28,3,0,1,4,1,1,2,2,1
0,0,0,27,1,1,1,4,1,0,1,2,2
0,0,0,27,3,1,2,3,2,1,1,3,2
0,0,0,26,6,5,4,5,6,7,3,2,2
2,0,43,21,5,5,6,6,7,6,2,2,5
6,0,39,24,8,7,5,5,8,7,2,1,4
2,0,0,25,14,7,5,8,8,7,4,3,3
4,0,0,25,15,8,6,6,7,8,4,2,3
5,0,0,26,16,8,6,6,6,8,5,2,3
14,0,10,18,6,5,8,12,10,6,3,0,3
14,0,10,19,6,6,7,13,10,7,4,0,3
14,0,33,16,7,8,9,12,10,6,3,0,4
12,0,38,15,4,7,7,10,9,7,2,1,3
11,0,38,23,7,4,7,8,10,9,4,2,3
4,0,0,26,12,5,5,6,7,8,4,2,2
6,0,38,23,5,3,4,8,10,7,3,2,3
2,0,0,26,6,3,8,10,9,7,2,2,4
12,0,32,22,1,6,8,11,10,5,1,1,4
13,0,12,16,5,4,11,14,13,7,0,0,5
13,0,13,17,5,3,12,14,12,6,0,0,3
14,0,14,17,7,2,11,14,12,8,2,0,4
13,0,14,8,11,5,12,13,9,7,3,0,3
11,0,15,0,25,10,9,7,5,8,4,2,2
8,0,16,0,30,6,2,9,9,9,4,1,3
10,0,38,1,24,10,4,2,6,10,4,3,3
12,0,37,12,25,11,3,0,10,9,4,1,2
13,0,37,15,24,11,2,0,13,8,3,0,3
14,0,37,16,25,8,1,3,13,8,3,0,3
13,0,37,15,23,8,2,3,13,8,2,0,4
13,0,39,15,23,7,2,3,12,8,2,0,4
13,0,22,15,21,7,3,2,12,8,2,0,5
13,0,29,14,17,8,4,2,12,7,2,0,5
12,0,35,8,16,10,6,3,10,7,2,1,5
8,0,38,0,17,11,11,6,6,5,3,3,3
6,0,38,0,22,10,11,3,7,6,2,4,3
6,0,39,0,21,10,12,4,5,6,2,4,4
5,0,39,0,24,10,12,2,5,6,2,4,5
4,0,40,0,25,10,12,3,5,6,2,3,5
3,0,41,0,24,10,12,4,2,6,3,3,5
2,0,42,0,19,10,12,8,4,7,2,2,3
1,0,29,0,17,12,11,9,7,6,3,1,2
0,0,47,7,0,8,10,10,8,10,4,5,3
0,0,0,28,2,1,2,5,3,3,3,3,1
0,0,0,28,0,1,2,4,1,1,2,2,2
0,0,0,28,0,1,2,4,1,2,1,2,1
0,0,0,26,1,1,1,5,1,1,1,2,1
0,0,0,28,2,0,1,4,2,1,1,3,2
0,0,0,27,2,1,1,5,2,2,1,2,2
0,0,0,27,0,2,1,5,1,1,1,2,1
