0,0,0,25,0,1,1,4,1,1,1,3,2
0,0,0,25,0,1,1,4,1,1,2,3,2
0,0,0,25,0,3,4,4,3,4,3,2,1
1,0,42,15,8,7,7,6,6,5,3,3,4
5,0,39,20,5,4,5,8,5,4,3,2,4
7,0,42,24,11,6,7,8,5,4,3,2,4
7,0,39,25,10,5,6,7,6,4,3,2,3
2,0,0,22,10,8,9,9,8,5,3,3,4
8,0,34,16,11,10,10,7,5,5,3,3,4
11,0,36,7,23,11,10,0,6,9,6,3,0
12,0,14,7,25,10,9,0,7,9,6,3,0
13,0,14,8,28,6,6,4,11,8,5,2,0
14,0,36,11,24,3,7,7,10,7,5,2,1
13,0,36,10,17,5,11,7,9,3,5,3,1
14,0,36,18,6,3,6,11,11,8,3,1,2
14,0,15,18,5,3,7,13,13,8,3,0,4
13,0,16,16,4,4,8,14,14,6,1,0,5
11,0,38,15,5,3,9,15,12,4,1,0,6
10,0,39,7,8,5,12,14,7,2,1,1,6
8,0,43,1,6,8,10,11,10,6,3,3,4
8,0,43,20,7,6,9,7,5,4,2,3,3
10,0,40,18,8,7,9,7,6,5,2,2,4
10,0,35,2,15,10,8,8,8,5,3,2,4
11,0,37,1,18,4,9,8,10,6,3,2,2
12,0,36,7,18,3,11,7,11,3,5,2,1
13,0,14,13,15,2,12,8,12,3,5,0,1
14,0,14,15,11,4,11,9,13,4,2,1,1
14,0,16,16,9,5,11,12,12,6,2,0,2
14,0,8,17,6,3,10,12,13,6,2,0,2
13,0,13,16,5,4,11,13,13,4,2,0,4
11,0,33,10,7,7,12,13,10,1,1,0,6
10,0,38,8,7,7,13,13,9,0,1,1,6
9,0,39,8,7,7,13,13,8,0,1,2,7
8,0,39,8,7,7,13,13,8,0,1,2,6
7,0,40,3,10,10,13,12,5,0,1,3,7
7,0,14,6,7,10,12,13,7,0,1,2,6
6,0,31,6,6,8,13,12,6,0,2,3,5
5,0,39,6,4,4,12,14,11,5,2,2,4
2,0,40,3,4,5,12,11,10,5,3,4,3
0,0,41,17,0,4,7,8,7,7,4,5,3
0,0,0,25,0,1,4,3,1,2,2,3,2
0,0,0,24,0,1,1,5,0,1,1,3,2
0,0,0,25,0,1,1,5,1,1,2,3,2
0,0,0,25,0,1,1,4,2,0,1,4,3
0,0,0,24,0,1,2,4,1,2,2,3,3
0,0,0,24,0,1,1,5,0,1,2,3,2
